100
60 120
2 32 33
1 15 15
33 34 35
23 36 35
5 38 15
20 33 15
10 1 35
13 2 35
14 9 35
38 17 35
9 30 35
18 12 35
35 37 35
42 32 35
13 18 35
29 13 37
17 16 35
2 26 15
32 37 35
11 39 35
32 14 35
13 27 19
37 22 19
9 6 15
10 18 35
2 9 15
6 3 35
4 2 2
23 42 35
28 19 35
9 38 15
2 28 15
33 31 35
16 3 16
28 10 35
14 13 35
6 18 15
39 32 35
28 8 15
12 9 22
1 14 35
38 4 15
32 24 35
30 41 19
1 33 15
22 12 35
29 22 19
27 41 18
33 8 15
12 9 35
29 8 35
23 33 33
17 18 35
22 33 35
31 28 35
5 35 35
16 57
5 4 13
3 14 3
3 9 3
13 5 13
2 7 13
2 4 13
6 9 16
3 8 3
3 16 16
2 8 3
16 8 16
10 12 13
4 13 13
16 1 16
10 13 13
1 2 3
15 6 16
9 7 13
1 6 16
9 14 3
8 14 3
15 16 16
3 13 13
15 2 3
14 13 13
14 5 14
5 13 13
3 8 3
10 2 3
3 2 3
2 15 3
1 2 3
11 12 13
4 14 13
4 15 13
4 10 13
4 9 13
1 5 3
15 9 3
12 2 13
13 4 13
13 7 13
11 3 16
8 15 3
14 9 3
16 8 16
11 4 13
15 3 3
7 13 13
16 8 16
9 6 16
3 9 3
5 14 14
13 11 13
14 16 16
11 1 16
16 10 16
15 91
1 15 15
3 15 3
13 11 4
11 7 11
13 5 13
15 8 4
8 9 4
9 2 9
1 12 13
11 6 4
6 4 4
9 1 9
11 10 11
9 13 13
8 9 4
4 5 4
7 9 4
14 13 4
12 14 4
10 14 4
9 6 4
10 9 4
8 15 4
15 11 4
4 14 4
11 8 8
8 7 8
7 14 4
9 7 4
8 9 4
6 8 4
3 12 3
6 11 4
1 13 13
10 7 11
2 5 13
2 6 4
9 1 9
1 15 15
14 11 4
11 5 4
13 8 4
14 10 4
9 15 9
7 13 4
7 9 4
11 3 4
3 14 4
15 5 13
4 12 4
10 13 4
10 5 4
11 9 4
14 11 4
5 15 13
1 4 4
13 10 4
14 3 4
6 4 4
3 13 3
12 5 5
7 14 4
13 10 4
5 15 13
7 3 4
11 3 4
6 12 4
11 1 4
9 12 13
11 8 8
1 3 3
13 6 4
3 11 4
14 1 4
10 12 4
14 1 4
3 4 4
15 2 9
3 15 3
12 14 4
4 2 4
13 4 4
10 3 4
8 6 4
11 5 4
9 15 9
3 11 4
2 1 9
12 3 3
10 15 4
10 12 4
54 54
30 21 20
29 24 24
33 12 39
15 33 39
24 19 24
46 5 20
33 2 40
39 8 39
44 9 20
9 50 20
52 37 20
53 30 53
53 26 28
2 38 20
24 1 48
17 23 16
50 5 24
24 48 20
29 45 20
47 8 20
29 39 20
6 10 38
53 39 20
53 16 20
25 39 20
40 50 20
38 53 20
19 41 20
13 6 20
39 28 20
24 13 24
20 5 20
2 5 24
31 19 20
7 23 20
30 32 20
31 17 16
38 29 23
48 25 20
26 8 8
22 36 16
51 37 20
29 35 24
52 40 20
35 37 20
2 29 2
16 22 4
15 35 20
49 19 20
46 42 20
10 29 20
28 18 24
4 33 20
5 25 24
33 86
32 33 33
20 16 19
11 3 19
24 4 2
29 17 30
33 23 32
6 12 19
3 4 2
32 17 17
11 33 30
19 28 19
28 19 7
21 7 19
15 18 18
5 17 30
18 17 18
12 10 19
16 2 19
3 30 19
4 9 19
19 17 19
21 9 23
15 16 19
16 22 19
7 17 19
5 33 30
14 22 19
33 18 18
11 26 30
5 15 33
12 16 19
19 11 19
25 11 19
27 29 13
21 15 27
28 8 8
26 33 26
7 31 19
26 29 30
13 10 6
17 24 19
14 11 19
26 1 19
13 16 19
31 4 19
9 10 28
16 4 19
21 15 27
5 11 20
15 28 30
31 29 19
23 24 19
31 10 19
29 33 30
30 26 30
7 11 19
6 29 6
9 1 19
5 6 6
4 16 19
21 12 19
18 5 18
15 11 20
19 8 8
30 26 30
5 13 30
29 25 19
20 1 19
20 15 20
6 22 6
16 13 15
33 16 19
6 9 6
12 19 19
22 9 20
7 8 8
10 1 12
33 3 19
30 28 30
8 25 8
27 21 27
12 6 31
11 6 6
23 30 19
8 15 11
5 18 18
38 98
4 37 9
37 7 9
2 37 9
8 7 9
23 10 23
21 12 9
11 27 9
9 17 9
16 25 31
31 8 9
26 18 9
27 33 9
17 25 9
4 29 31
11 33 9
10 17 14
16 19 9
4 25 31
28 19 14
16 25 31
7 4 4
11 4 9
22 32 3
29 24 9
35 25 9
2 12 12
12 38 31
29 4 31
37 35 14
21 28 21
26 33 9
4 2 12
29 17 9
34 11 9
30 5 21
24 2 9
38 34 9
14 34 14
36 13 9
7 35 9
4 23 9
16 38 31
21 1 21
11 36 9
29 32 9
15 11 9
19 20 9
14 1 14
21 4 9
28 18 9
26 22 26
14 20 9
23 6 9
25 7 31
6 37 9
27 35 14
6 18 9
16 12 12
24 22 3
37 16 9
21 4 9
34 17 14
22 26 26
1 35 14
6 27 9
10 26 26
23 33 9
16 3 9
22 3 3
6 36 9
10 2 9
11 12 9
29 33 25
36 16 12
35 26 14
11 12 9
30 20 9
33 35 9
23 7 9
11 30 9
9 29 9
37 15 3
31 32 9
36 33 31
28 32 21
17 4 9
23 27 23
20 16 9
33 35 9
19 21 14
15 1 26
25 17 9
24 26 26
22 27 3
30 28 21
7 3 9
29 26 9
5 33 9
10 95
3 6 9
9 10 10
10 3 10
5 9 10
7 8 8
4 6 10
2 6 8
8 6 8
3 4 10
10 4 10
7 1 8
4 10 10
10 9 10
3 8 8
1 6 8
6 1 8
6 1 8
3 5 10
4 7 7
3 4 10
7 4 7
1 4 8
6 4 10
10 6 10
4 2 10
1 10 8
3 7 10
1 9 8
3 2 10
6 5 5
8 3 8
3 5 10
3 6 10
6 5 5
4 10 10
3 4 10
6 5 5
9 10 10
6 1 8
1 5 8
5 8 8
10 7 10
9 5 10
9 10 10
3 4 10
3 6 10
4 8 8
3 7 10
7 3 10
9 2 10
5 9 10
7 3 10
3 7 10
9 1 8
6 4 10
6 3 10
1 2 8
6 2 10
5 10 10
7 1 8
2 3 10
4 3 10
1 5 8
4 5 10
10 7 10
7 5 10
6 3 10
1 3 8
3 7 10
2 10 10
6 5 5
10 2 10
9 4 10
4 7 7
3 6 10
9 8 8
5 1 8
8 6 8
8 10 8
2 6 10
8 2 8
8 3 8
1 4 8
9 8 8
7 3 10
10 5 10
6 8 8
9 1 8
8 9 8
10 6 10
1 10 8
8 2 8
9 7 10
5 9 10
8 6 8
6 76
6 4 6
1 3 1
4 2 1
3 5 3
3 2 1
3 5 3
2 6 1
2 3 1
3 6 6
4 5 4
4 1 1
5 3 3
3 1 1
1 6 1
6 4 6
5 6 6
6 1 1
1 2 1
5 4 4
5 4 4
5 4 4
2 5 1
3 6 6
2 6 1
3 1 1
2 4 1
3 5 3
5 2 1
3 6 6
6 5 6
3 2 1
6 5 6
2 4 1
6 1 1
3 1 1
6 5 6
4 1 1
5 2 1
6 5 6
6 3 6
3 5 3
6 2 1
2 4 1
1 5 1
1 4 1
6 2 1
4 6 6
4 6 6
5 3 3
2 4 1
1 5 1
6 4 6
4 5 4
4 1 1
5 3 3
6 2 1
6 3 6
4 2 1
2 1 1
1 5 1
2 4 1
3 1 1
6 4 6
6 4 6
2 3 1
4 2 1
4 2 1
6 5 6
3 6 6
2 5 1
4 6 6
6 2 1
4 2 1
1 2 1
5 6 6
1 5 1
24 12
6 15 23
23 4 23
8 3 23
17 10 17
5 2 12
10 12 12
9 20 20
3 4 23
5 12 12
18 20 12
20 12 12
7 11 23
12 115
2 8 6
12 8 12
3 7 3
8 10 6
3 6 6
5 6 6
6 7 6
4 5 6
8 3 6
9 3 6
1 12 12
4 9 6
9 7 6
12 9 6
11 10 10
9 8 6
10 2 10
6 4 6
1 3 6
6 3 6
2 12 6
12 3 6
3 7 3
5 10 6
9 8 6
5 4 6
6 5 6
12 3 6
1 2 6
7 2 10
7 6 6
6 2 6
6 4 6
12 2 6
2 7 10
2 5 6
8 9 6
8 6 6
10 4 10
2 9 6
9 3 6
9 2 6
10 4 10
6 11 6
1 9 6
7 11 10
8 6 6
6 11 6
8 1 8
6 4 6
10 2 10
12 2 6
11 10 10
9 7 6
4 3 10
12 3 6
4 9 6
10 2 10
10 6 6
6 9 6
8 5 5
1 3 6
4 8 6
7 4 10
5 6 6
6 2 6
8 9 6
11 8 6
4 12 6
12 11 6
5 3 6
12 3 6
11 12 6
7 8 6
4 5 6
6 1 6
12 5 5
4 6 6
9 4 6
11 7 10
6 12 6
2 4 11
5 1 5
6 9 6
10 9 6
2 12 6
5 12 5
4 6 6
9 4 6
4 5 6
12 10 6
2 8 6
5 8 5
12 4 6
6 9 6
11 2 11
5 1 5
8 11 6
4 12 6
4 8 6
9 5 6
4 5 6
9 1 6
9 8 6
11 1 6
7 4 10
7 3 3
12 2 6
1 6 6
7 11 10
2 9 6
3 11 10
7 11 10
2 4 11
12 2 6
39 73
39 12 35
35 21 35
17 11 35
28 18 30
28 4 35
10 23 35
15 2 2
9 20 10
2 8 3
5 13 35
35 12 35
7 22 2
32 7 2
21 9 35
2 1 35
26 21 2
1 33 35
30 27 35
1 35 35
12 26 35
7 33 2
24 11 35
33 5 35
30 28 30
6 23 35
22 21 2
12 36 35
32 5 35
32 18 2
12 28 35
31 17 2
10 21 35
24 15 3
7 37 35
7 9 35
8 1 35
29 16 10
21 37 35
16 4 35
7 27 35
11 28 35
32 19 35
3 14 3
10 4 35
8 26 3
8 17 3
22 31 31
6 32 35
33 30 30
38 35 35
30 1 35
12 5 12
28 23 30
13 19 13
15 12 35
33 5 35
11 8 35
14 6 35
34 36 2
38 22 2
26 14 2
21 6 35
11 26 35
29 14 35
28 30 30
12 29 12
26 7 26
14 26 2
39 19 35
26 1 35
8 7 3
27 19 35
22 13 35
4 2
2 1 2
1 4 3
31 88
4 18 28
9 8 6
20 22 28
27 29 28
16 3 11
26 14 28
25 12 28
28 21 28
19 10 28
26 18 28
17 23 28
25 16 25
24 9 6
26 1 28
21 28 28
20 9 28
4 7 28
24 25 28
9 24 6
27 18 28
8 9 6
24 8 6
26 2 28
17 25 15
19 20 20
14 21 6
22 20 28
9 23 6
11 27 11
6 23 6
19 29 28
18 22 6
22 18 6
20 3 11
15 14 28
17 3 15
31 29 6
17 3 15
12 10 28
14 29 14
10 20 28
16 8 28
13 18 28
5 25 28
16 18 28
7 14 6
16 28 28
11 4 28
5 19 28
7 18 18
14 4 28
2 20 28
9 26 28
10 9 28
24 21 24
18 30 28
10 18 28
12 22 29
8 5 28
4 18 28
2 11 28
29 19 28
30 15 28
7 21 6
5 12 28
22 31 6
27 7 28
10 11 28
13 20 15
19 21 28
31 18 6
27 21 28
26 16 28
13 18 28
1 9 6
27 23 28
1 12 14
24 1 6
6 20 28
26 12 28
8 26 28
8 4 28
8 13 28
6 5 28
3 14 28
31 11 28
28 15 28
8 22 6
32 108
19 12 22
11 7 3
29 7 22
18 26 18
15 3 3
15 20 22
28 19 18
26 28 18
24 20 22
8 28 18
25 6 22
25 23 22
5 11 18
27 23 30
15 12 22
10 5 18
17 3 18
9 4 9
14 16 22
16 8 22
20 32 22
12 18 18
22 6 22
3 8 3
30 2 18
4 30 30
2 12 18
4 31 22
26 28 18
12 17 18
4 21 30
31 7 32
16 30 22
6 19 9
24 20 22
11 17 18
20 31 22
31 5 18
18 10 18
5 24 18
6 2 18
16 3 3
4 8 22
25 2 18
20 13 20
15 21 30
26 2 18
4 17 18
13 6 22
3 5 18
9 10 22
32 24 32
23 27 30
5 4 18
3 1 3
6 24 22
21 31 22
18 14 18
20 32 22
25 32 22
23 16 22
14 6 30
15 2 18
29 12 22
31 28 18
9 20 22
19 22 22
17 25 18
3 2 18
16 27 22
5 18 18
29 17 18
26 12 18
11 12 3
4 20 22
12 22 22
20 9 22
14 10 22
7 18 18
11 19 3
3 32 3
4 14 30
31 28 18
18 20 18
26 19 18
19 22 22
2 4 18
23 3 3
15 21 30
19 27 19
25 24 22
4 15 9
19 7 22
30 6 30
11 26 18
6 28 18
9 31 22
10 23 22
3 2 18
5 29 18
32 11 3
11 2 18
3 21 3
22 18 18
26 32 18
31 15 22
13 12 22
9 14 30
58 26
21 16 8
1 50 47
51 25 44
7 25 41
57 19 8
58 42 47
27 30 8
41 42 47
38 18 38
41 10 41
20 22 8
46 4 44
5 11 47
41 32 8
41 5 44
8 19 8
33 38 47
10 4 8
53 7 53
51 54 44
29 19 47
49 42 47
14 35 47
7 21 8
12 28 7
30 5 44
7 4
7 3 5
4 1 2
6 3 6
6 4 5
8 28
5 4 8
3 4 8
4 5 8
4 8 8
3 5 8
2 8 8
6 1 8
4 3 8
3 8 8
3 6 6
7 1 8
6 2 6
3 8 8
7 6 8
2 7 8
4 2 8
2 1 8
7 4 8
2 7 8
5 3 8
5 7 7
3 8 8
2 3 6
1 5 8
1 8 8
7 3 8
4 8 8
4 3 8
20 102
13 2 2
1 17 5
8 9 5
17 1 5
1 3 12
1 18 18
17 15 5
14 12 5
17 1 5
20 19 5
11 15 5
3 7 7
12 5 5
13 1 12
15 12 12
18 11 5
8 18 18
16 13 5
11 10 5
19 6 5
16 14 19
12 3 12
9 19 19
6 19 5
5 7 5
1 20 12
13 3 2
8 3 12
11 1 5
20 15 12
3 1 12
4 13 5
18 6 18
1 16 5
11 10 5
10 5 5
19 1 5
11 18 5
1 19 5
4 3 5
15 20 12
18 5 5
19 1 5
3 10 12
16 1 5
4 11 19
8 20 12
6 12 12
13 15 12
20 15 12
6 9 5
5 13 5
4 19 19
19 6 5
11 16 17
20 1 12
9 17 17
2 17 5
7 14 5
12 16 5
9 10 5
9 16 17
16 19 19
14 4 4
10 11 5
12 7 12
20 7 2
16 7 5
15 6 12
1 9 5
17 20 5
11 10 5
10 16 5
1 18 18
15 7 12
1 17 5
16 13 5
12 17 5
11 2 5
16 10 5
3 8 12
5 13 5
2 19 5
17 20 5
1 10 10
15 19 5
19 7 5
12 7 12
6 7 7
3 17 5
3 16 5
17 14 19
15 5 5
5 14 5
1 19 5
13 2 2
8 15 10
10 6 12
1 3 12
2 5 5
20 16 5
20 18 18
58 50
28 27 3
38 44 3
56 3 6
54 35 3
58 41 50
15 8 3
53 23 3
22 46 3
46 22 3
46 17 3
50 40 3
48 15 3
42 13 13
43 20 3
20 21 3
3 31 3
24 57 21
29 42 42
51 23 3
13 15 3
37 35 3
18 36 3
29 32 51
45 35 3
49 28 3
54 53 3
54 3 19
6 24 3
11 54 3
54 38 38
50 7 50
5 21 3
23 30 3
3 26 26
20 9 32
33 16 3
20 7 3
52 54 3
16 55 55
52 2 3
20 22 3
36 38 3
53 12 3
43 42 51
16 10 3
8 1 50
54 37 3
48 55 3
42 51 51
33 31 3
51 79
42 45 32
17 47 32
45 40 36
20 47 47
19 35 44
7 48 47
28 39 32
22 7 47
5 13 13
44 4 32
21 33 23
41 9 32
27 6 47
6 34 32
36 8 36
1 42 32
40 35 32
33 3 32
29 4 32
18 30 23
11 18 47
8 25 23
37 40 4
29 39 32
36 43 46
31 32 32
32 35 32
27 30 11
12 26 47
27 45 47
4 43 32
29 4 32
43 15 32
30 44 32
12 26 47
43 35 11
46 16 41
13 17 32
11 29 32
37 27 47
46 51 23
42 44 43
20 39 48
39 8 47
7 15 47
32 8 32
35 41 32
42 45 32
25 26 23
37 14 18
3 20 20
26 20 20
30 51 30
25 50 23
24 38 32
8 45 4
28 35 43
24 23 23
37 19 32
46 48 47
5 46 32
35 13 32
24 17 32
37 47 47
21 35 32
39 15 25
5 26 32
30 34 32
25 13 32
51 3 43
47 36 47
6 41 47
9 42 32
14 34 32
30 5 32
17 36 32
29 14 34
20 30 25
12 7 47
34 79
16 29 3
3 4 3
32 15 15
4 15 15
1 29 3
22 18 3
21 14 14
15 23 15
26 12 3
20 18 28
34 27 28
11 24 3
10 22 6
29 1 3
13 14 3
25 30 6
19 3 3
31 25 6
21 3 3
26 11 26
12 14 28
19 22 3
11 16 3
23 27 3
4 13 3
27 22 3
12 16 28
9 32 3
10 17 3
31 27 3
28 8 28
21 34 28
4 8 8
10 24 3
33 34 28
32 10 3
21 15 15
5 24 28
21 34 28
26 14 3
25 28 3
8 14 8
13 14 3
25 23 3
1 33 8
25 16 3
2 9 3
19 17 3
17 1 3
4 28 28
3 34 3
30 33 3
21 19 8
8 13 3
11 23 3
30 17 3
5 8 8
2 6 3
29 27 3
22 24 3
6 15 15
8 5 8
11 14 3
21 6 3
20 7 3
28 8 28
31 18 3
4 30 3
32 10 3
17 7 3
19 9 8
1 5 1
8 12 28
1 11 3
32 11 3
29 28 3
29 31 6
15 11 15
9 27 8
9 29
8 1 4
4 8 4
6 8 4
6 3 7
5 7 4
1 2 4
1 2 4
4 5 4
7 6 7
2 3 4
1 4 4
4 7 4
7 8 4
8 3 4
8 3 4
1 8 4
9 2 4
4 9 4
8 5 4
4 3 4
7 3 7
8 3 4
8 2 4
2 4 4
1 4 4
5 6 4
3 5 4
6 5 4
6 8 4
41 74
8 32 41
38 13 41
35 27 13
8 17 13
28 7 41
3 16 41
4 3 41
35 30 30
27 12 41
10 14 40
37 10 41
25 28 41
35 24 41
7 8 13
23 25 13
8 21 13
4 22 41
18 24 41
36 8 41
11 32 41
10 11 41
35 18 41
30 16 13
22 39 41
13 23 13
11 36 41
12 34 41
1 33 39
18 1 40
16 27 13
11 27 41
13 33 41
26 36 41
11 37 34
26 25 41
18 26 40
15 9 41
21 26 41
5 2 39
10 18 40
35 8 13
29 2 29
39 33 39
18 19 41
40 2 40
39 21 41
8 20 41
33 21 41
37 12 41
9 4 9
1 29 39
4 26 40
15 23 41
39 28 39
36 39 41
13 17 13
19 15 41
15 32 41
9 5 9
21 41 41
26 1 40
29 26 40
17 1 41
7 32 41
37 7 41
37 41 41
16 21 13
34 12 41
29 24 41
9 23 41
23 37 41
12 27 41
19 26 41
7 2 41
44 104
12 43 39
2 24 8
32 12 39
16 10 39
24 14 8
32 11 15
1 32 39
37 9 39
6 20 39
4 35 28
36 28 39
36 27 27
13 19 8
31 8 8
16 11 8
9 26 18
13 30 39
22 13 39
4 17 18
33 42 5
18 10 39
14 24 8
40 1 1
2 12 8
8 15 8
32 5 39
43 20 39
41 43 10
22 23 39
4 20 8
8 16 8
10 7 39
6 17 39
14 43 39
25 38 39
34 40 8
22 37 39
18 22 39
11 24 8
3 35 39
37 41 39
25 9 39
32 37 39
4 31 28
5 27 39
7 16 8
27 18 9
3 28 39
14 33 34
3 24 39
10 30 29
24 6 39
44 21 39
32 10 29
19 44 8
23 15 15
32 36 29
39 30 39
13 14 8
24 26 8
24 2 8
44 15 8
36 34 39
44 1 28
22 5 39
5 31 9
9 10 39
18 43 29
23 26 8
41 3 29
36 33 39
34 26 8
31 5 28
8 30 39
14 36 39
28 22 39
6 27 27
26 12 18
33 9 8
34 1 8
26 38 18
40 13 8
1 34 8
4 13 8
16 1 8
39 9 39
42 9 39
44 28 28
19 5 8
4 10 39
43 44 39
13 5 12
31 19 8
2 44 8
17 33 8
33 29 39
23 9 8
41 17 39
41 21 41
19 37 39
20 39 39
39 34 39
8 14 8
31 5 28
30 15
27 3 27
24 13 27
28 24 27
4 7 4
18 3 27
17 20 27
27 7 27
22 11 27
13 25 27
9 28 27
17 18 27
8 30 27
21 10 27
20 10 27
25 3 27
13 70
12 5 12
9 11 11
2 3 3
12 11 12
3 2 3
1 11 11
4 1 12
4 8 4
6 10 3
6 8 6
10 8 3
1 9 1
9 5 12
5 11 12
3 5 3
9 4 12
5 9 12
4 12 12
5 10 3
11 13 12
11 5 12
13 12 12
8 2 3
4 7 4
9 8 12
8 4 4
13 7 3
12 5 12
8 6 6
9 8 12
4 10 4
9 6 12
3 10 3
13 4 4
4 9 12
11 8 12
10 9 12
5 3 3
4 1 12
5 10 3
11 9 11
9 5 12
2 10 10
2 11 12
6 5 5
3 7 3
4 1 12
3 6 3
1 3 12
5 9 12
1 7 12
6 9 12
6 13 3
6 11 12
4 10 4
1 13 12
7 13 3
5 4 4
11 1 11
3 2 3
9 13 12
11 5 12
11 9 11
2 10 10
3 6 3
4 9 12
1 2 12
6 4 4
12 4 12
1 6 12
60 120
19 48 32
46 37 46
17 29 38
5 54 38
50 54 38
6 21 56
57 31 46
17 50 38
15 31 32
12 50 56
19 59 38
19 23 46
9 20 49
17 54 38
14 16 56
53 35 26
33 44 38
21 60 56
50 58 38
19 9 32
3 5 46
31 3 32
58 10 46
36 6 56
38 57 38
5 12 38
29 40 56
2 58 46
48 42 60
59 8 36
15 4 38
16 28 38
30 3 38
59 43 38
32 11 38
37 14 38
29 31 38
33 26 26
43 1 46
40 27 56
46 53 38
51 7 38
16 52 38
42 34 46
58 49 15
45 44 44
39 11 56
42 15 32
47 55 38
56 47 56
41 44 38
21 4 38
33 16 56
4 39 38
59 33 56
39 59 56
25 38 38
58 16 38
32 54 38
54 10 38
7 6 56
6 58 38
2 49 46
25 10 46
56 36 56
13 48 38
28 52 45
6 3 18
44 10 46
48 45 15
38 48 38
31 40 38
58 14 38
2 36 38
18 24 32
18 58 15
24 5 46
22 46 38
44 10 46
39 58 31
48 35 38
15 6 38
59 51 38
60 24 38
35 5 38
52 16 38
31 57 46
5 47 38
50 36 14
41 29 38
39 43 38
54 15 38
47 56 56
48 22 38
59 43 38
6 50 56
44 9 44
46 16 38
13 57 38
12 51 38
57 41 38
3 15 15
43 29 18
9 1 15
19 4 44
30 34 38
19 27 48
11 10 38
22 36 14
58 43 46
6 55 38
26 43 38
18 45 15
46 37 46
47 20 38
22 5 38
6 34 52
38 21 38
22 42 38
42 40 38
24 89
3 4 11
11 20 23
6 4 11
9 6 23
18 16 23
19 15 23
4 3 11
19 20 23
2 6 23
24 18 23
1 17 23
8 18 23
8 21 23
18 8 23
14 5 18
23 10 23
3 14 23
4 3 11
23 17 23
5 7 19
14 10 23
2 11 23
18 12 23
14 7 23
24 10 23
14 18 23
13 19 23
8 10 23
16 24 23
22 11 11
11 2 23
16 20 23
2 14 23
5 8 23
9 2 23
10 16 16
1 15 23
8 19 23
19 23 23
2 23 23
3 5 23
20 15 23
14 9 23
13 21 23
3 11 11
13 22 23
6 5 23
7 11 23
8 20 23
7 12 23
23 13 21
20 5 23
17 1 23
18 24 23
11 16 11
3 24 23
14 2 23
11 13 23
1 8 23
11 24 23
13 2 2
1 20 23
11 21 11
4 14 23
1 20 23
21 2 23
4 6 11
21 7 23
20 11 23
19 8 23
20 4 23
5 23 23
1 22 22
7 19 19
1 23 23
11 2 23
22 2 23
16 7 23
18 23 23
6 5 23
10 11 11
5 17 23
21 14 23
3 11 11
20 15 23
20 13 23
9 2 23
18 2 23
17 5 23
53 13
11 28 11
50 30 11
3 30 45
35 52 45
11 30 11
43 21 25
43 20 45
44 38 11
47 36 45
46 22 45
33 8 11
35 47 45
20 24 45
41 45
25 35 1
16 9 21
23 12 1
24 38 1
23 40 1
26 5 29
36 14 2
9 31 1
27 32 1
20 33 1
12 8 8
39 40 39
19 24 1
22 36 1
34 28 1
16 32 21
8 17 1
34 9 1
4 32 1
24 18 2
38 2 1
5 11 5
10 19 29
22 10 1
29 4 1
33 8 1
19 7 29
40 10 10
40 2 1
30 9 1
38 40 21
13 10 1
16 8 8
33 15 1
19 8 29
20 23 1
33 28 1
18 17 1
37 20 1
29 36 1
28 23 1
22 28 22
21 32 21
2 26 1
28 37 1
50 111
8 17 23
26 2 5
11 13 5
1 6 5
30 46 5
18 17 5
10 32 5
32 19 5
32 34 5
50 29 36
49 6 5
34 19 5
44 42 5
3 22 5
7 22 5
4 41 19
31 15 5
30 15 30
44 8 5
32 19 5
34 17 5
47 19 5
39 41 5
17 45 23
39 35 5
33 36 5
47 42 36
6 38 30
14 48 44
17 47 5
47 18 5
13 15 5
7 1 13
19 33 5
29 12 5
42 47 36
41 43 5
8 38 5
4 46 5
7 36 5
11 23 5
24 26 5
22 43 43
27 50 5
35 22 5
26 32 5
50 8 5
11 9 5
45 48 5
16 7 13
35 18 5
32 41 5
17 27 5
7 49 5
25 39 5
6 46 5
6 17 5
24 14 5
6 3 5
23 49 5
6 11 5
49 41 5
46 36 36
35 42 5
50 32 5
20 25 5
18 43 5
47 1 5
31 25 5
3 2 5
12 26 12
18 34 5
48 42 5
26 4 5
45 8 40
50 25 36
13 29 5
9 8 13
14 6 5
13 22 5
13 2 13
46 3 36
23 31 5
32 18 5
48 22 5
27 47 5
48 41 5
24 3 5
33 11 5
34 14 5
29 6 5
28 32 5
1 14 5
27 32 5
28 22 5
3 21 5
3 4 5
3 7 5
46 9 5
42 48 5
25 1 5
21 7 40
1 34 5
24 16 5
20 23 23
3 50 36
48 37 37
36 31 5
9 31 5
23 33 23
28 12 5
20 78
14 1 13
9 1 9
16 10 16
20 6 8
14 16 13
9 10 18
10 9 18
16 2 16
20 4 8
7 10 8
19 8 16
17 18 5
2 3 2
3 10 10
15 13 8
8 11 8
18 9 18
1 13 13
10 12 12
13 11 18
8 3 3
5 13 8
13 2 8
20 5 8
19 14 16
3 9 18
7 12 12
4 10 8
6 12 12
18 20 18
11 18 18
8 1 8
16 2 16
8 17 8
19 9 16
1 5 8
10 12 12
15 17 8
18 6 8
6 15 15
15 20 8
15 12 12
15 16 16
5 4 10
8 2 11
8 18 8
1 10 18
13 9 13
12 11 12
1 17 13
1 16 16
5 19 16
18 17 18
5 20 8
6 14 8
2 14 18
11 2 18
4 18 8
10 5 8
11 18 18
8 14 8
20 14 18
4 11 8
6 8 8
14 15 8
9 2 8
6 12 12
3 18 18
9 15 8
16 4 16
17 13 13
11 5 8
16 10 16
1 11 11
2 20 8
4 20 8
18 10 18
10 12 12
47 27
10 47 3
30 43 3
25 31 3
25 20 3
3 26 3
16 41 35
24 35 35
2 23 35
45 6 3
43 7 35
4 29 9
12 18 3
13 44 3
39 47 39
44 28 3
27 17 3
34 30 34
39 17 3
30 16 3
5 7 3
9 1 35
46 38 3
40 39 3
40 45 41
27 24 36
8 3 23
6 5 3
